Rank,Name,1 - Least Walkable,2 - Below Avg,3 - Above Avg,4 - Most Walkable,Avg Walkability Index
130,"Missoula, Montana",9976.0,7571.0,43832.0,28211.0,6.798105697886867
131,"Cleveland, Ohio",1873.0,48256.0,266283.0,85004.0,6.792506697344034
132,"Turlock, California",994.0,8787.0,51717.0,19268.0,6.778070370935139
133,"Fargo, North Dakota",6741.0,13269.0,100070.0,24831.0,6.766386918431598
134,"Lincoln, Nebraska",10312.0,34775.0,180621.0,71584.0,6.760041076042905
135,"Spokane, Washington",13964.0,29468.0,136927.0,70788.0,6.743194329678591
136,"Norfolk, Virginia",249.0,35656.0,166559.0,42137.0,6.741239599872531
137,"Hayward, California",1781.0,27555.0,108901.0,42897.0,6.738029362385393
138,"Atlanta, Georgia",11545.0,96552.0,296286.0,141616.0,6.720498620539211
139,"Everett, Washington",6790.0,16906.0,76390.0,38863.0,6.714175515363268
140,"Lake Forest, California",0.0,12372.0,49587.0,21613.0,6.705786627099987
141,"Richmond, Virginia",4921.0,44970.0,147110.0,63438.0,6.6923117262937195
142,"Clearwater, Florida",1540.0,21969.0,99274.0,29287.0,6.674968591334324
143,"Pomona, California",2490.0,17703.0,111935.0,31236.0,6.67423457980177
144,"San Buenaventura (Ventura), California",2818.0,15928.0,74793.0,21994.0,6.673803383585553
145,"Vallejo, California",5533.0,14133.0,86475.0,26384.0,6.668375778155063
146,"Richardson, Texas",0.0,17781.0,76728.0,15390.0,6.6670588928303065
147,"Salem, Oregon",9687.0,34500.0,113713.0,65512.0,6.6669168927457125
148,"Eugene, Oregon",11130.0,33404.0,102546.0,55230.0,6.662591411304693
149,"Vacaville, California",4442.0,9890.0,65262.0,23702.0,6.6365269149872805
150,"Stockton, California",9050.0,42584.0,246796.0,52847.0,6.633676407417567
151,"Largo, Florida",0.0,15928.0,88015.0,20867.0,6.630225100046807
152,"Toledo, Ohio",2354.0,33800.0,220798.0,32832.0,6.620720315094945
153,"Ann Arbor, Michigan",3149.0,14622.0,90421.0,25847.0,6.620593338702287
154,"Elizabeth, New Jersey",771.0,29352.0,78041.0,26990.0,6.620296885502153
155,"Bellevue, Washington",5130.0,27977.0,86927.0,37346.0,6.6132501956377805
156,"Bloomington, Indiana",6479.0,22662.0,44449.0,29143.0,6.611384800763552
157,"Waterbury, Connecticut",0.0,15702.0,85001.0,7573.0,6.601863220891639
158,"Irving, Texas",2226.0,28674.0,168002.0,37285.0,6.599675368736594
159,"Sandy, Utah",1275.0,35119.0,49364.0,41782.0,6.5994092668553925
160,"Whittier, California",4088.0,15894.0,68068.0,19916.0,6.5958698498650135
